#
###price in US dollars
#carat-    weight of the diamond
#cut-     quality of the cut (Fair, Good, Very Good, Premium, Ideal)
#color-    diamond colour, from J (worst) to D (best)
#clarity-    a measurement of how clear the diamond is (I1 (worst), SI2, SI1, VS2, VS1, VVS2, VVS1, IF (best))
#x-length in mm
#y-    width in mm
#z-    depth in mm 
#depth-    total depth percentage = z / mean(x, y) = 2 * z / (x + y) (43--79)
#table-    width of top of diamond relative to widest point (43--95)

carat,cut,color,clarity,depth,table,price,x,y,z
0.32     ,Ideal    ,I        ,VVS1     ,62.2     ,53.0     ,  575    , 4.42    , 4.45    , 2.76    
0.32     ,Ideal    ,I        ,VVS1     ,61.4     ,56.0     ,  575    , 4.42    , 4.44    , 2.72    
0.25     ,Ideal    ,F        ,VVS1     ,60.9     ,57.0     ,  575    , 4.06    , 4.09    , 2.48    
0.33     ,Ideal    ,D        ,SI1      ,62.2     ,54.0     ,  575    , 4.45    , 4.46    , 2.77    
0.25     ,Good     ,E        ,VVS1     ,61.3     ,61.0     ,  575    , 4.04    , 4.08    , 2.49    
0.37     ,Good     ,F        ,SI1      ,63.7     ,55.0     ,  575    , 4.55    , 4.59    , 2.91    
0.32     ,Very Good,G        ,VS2      ,61.9     ,56.0     ,  576    , 4.36    , 4.39    , 2.71    
0.32     ,Ideal    ,H        ,SI1      ,60.6     ,57.0     ,  576    , 4.44    , 4.40    , 2.68    
0.32     ,Premium  ,E        ,SI2      ,62.4     ,58.0     ,  576    , 4.40    , 4.35    , 2.73    
0.32     ,Ideal    ,E        ,SI2      ,62.0     ,55.0     ,  576    , 4.41    , 4.36    , 2.72    
0.32     ,Premium  ,E        ,SI2      ,59.7     ,60.0     ,  576    , 4.45    , 4.43    , 2.65    
0.32     ,Ideal    ,E        ,SI2      ,62.7     ,57.0     ,  576    , 4.37    , 4.34    , 2.73    
0.32     ,Ideal    ,I        ,VS2      ,60.3     ,56.0     ,  576    , 4.45    , 4.44    , 2.68    
0.32     ,Ideal    ,I        ,VS2      ,61.5     ,56.0     ,  576    , 4.41    , 4.40    , 2.71    
0.32     ,Ideal    ,I        ,VS2      ,62.2     ,57.0     ,  576    , 4.42    , 4.39    , 2.74    
0.32     ,Premium  ,I        ,VS2      ,62.6     ,58.0     ,  576    , 4.42    , 4.37    , 2.75    
0.32     ,Ideal    ,I        ,VS2      ,62.5     ,55.0     ,  576    , 4.39    , 4.38    , 2.74    
0.32     ,Ideal    ,I        ,VS2      ,63.0     ,56.0     ,  576    , 4.42    , 4.38    , 2.77    
0.32     ,Ideal    ,I        ,VS2      ,61.3     ,56.0     ,  576    , 4.43    , 4.38    , 2.70    
0.32     ,Premium  ,I        ,VS2      ,61.1     ,57.0     ,  576    , 4.42    , 4.39    , 2.69    
0.32     ,Ideal    ,I        ,VS2      ,62.5     ,57.0     ,  576    , 4.39    , 4.35    , 2.73    
0.32     ,Ideal    ,I        ,VS2      ,62.0     ,57.0     ,  576    , 4.41    , 4.36    , 2.72    
0.32     ,Ideal    ,I        ,VS2      ,61.6     ,56.0     ,  576    , 4.39    , 4.37    , 2.70    
0.32     ,Ideal    ,I        ,VS2      ,62.5     ,55.0     ,  576    , 4.40    , 4.37    , 2.74    
0.32     ,Ideal    ,I        ,VS2      ,62.9     ,57.0     ,  576    , 4.40    , 4.37    , 2.76    
0.32     ,Premium  ,I        ,VS2      ,62.2     ,59.0     ,  576    , 4.37    , 4.35    , 2.71    
1.00     ,Fair     ,D        ,SI2      ,66.5     ,59.0     , 3965    , 6.24    , 6.21    , 4.14    
1.20     ,Premium  ,H        ,SI2      ,62.1     ,57.0     , 3965    , 6.84    , 6.69    , 4.21    
0.77     ,Very Good,G        ,VVS1     ,62.7     ,54.0     , 3966    , 5.84    , 5.89    , 3.67    
1.01     ,Very Good,G        ,SI2      ,61.8     ,58.0     , 3966    , 6.36    , 6.39    , 3.94    
1.01     ,Very Good,G        ,SI2      ,62.1     ,61.0     , 3966    , 6.27    , 6.38    , 3.93    
1.01     ,Very Good,G        ,SI2      ,63.0     ,58.0     , 3966    , 6.29    , 6.34    , 3.98    
0.82     ,Ideal    ,E        ,SI1      ,61.9     ,56.0     , 3966    , 6.00    , 6.02    , 3.72    
0.77     ,Premium  ,D        ,VS1      ,59.4     ,59.0     , 3966    , 6.00    , 5.96    , 3.55    
0.80     ,Premium  ,E        ,VS1      ,61.7     ,58.0     , 3967    , 5.98    , 5.95    , 3.68    
1.13     ,Very Good,E        ,SI2      ,59.4     ,62.0     , 3967    , 6.78    , 6.83    , 4.04    
0.92     ,Very Good,F        ,SI1      ,63.5     ,58.0     , 3967    , 6.16    , 6.12    , 3.90    
0.92     ,Premium  ,F        ,SI1      ,61.8     ,59.0     , 3967    , 6.25    , 6.21    , 3.85    
0.90     ,Ideal    ,H        ,SI1      ,61.1     ,58.0     , 3967    , 6.24    , 6.19    , 3.79    
1.09     ,Premium  ,I        ,SI1      ,61.6     ,61.0     , 3968    , 6.64    , 6.57    , 4.07    
0.91     ,Ideal    ,E        ,SI2      ,61.5     ,56.0     , 3968    , 6.20    , 6.23    , 3.82    
0.91     ,Ideal    ,E        ,SI2      ,60.8     ,56.0     , 3968    , 6.25    , 6.29    , 3.81    
0.91     ,Very Good,E        ,SI2      ,62.8     ,59.0     , 3968    , 6.13    , 6.16    , 3.86    
0.62     ,Ideal    ,D        ,VVS1     ,62.2     ,54.0     , 3968    , 5.45    , 5.48    , 3.40    
1.09     ,Premium  ,I        ,SI1      ,61.9     ,58.0     , 3968    , 6.65    , 6.58    , 4.10    
1.02     ,Very Good,D        ,SI2      ,61.3     ,62.0     , 3971    , 6.42    , 6.46    , 3.95    
1.01     ,Good     ,H        ,SI2      ,63.5     ,60.0     , 3971    , 6.23    , 6.31    , 3.98    
1.01     ,Premium  ,I        ,SI2      ,62.1     ,59.0     , 3971    , 6.42    , 6.39    , 3.98    
1.01     ,Premium  ,I        ,SI2      ,59.4     ,57.0     , 3971    , 6.59    , 6.57    , 3.91    
0.80     ,Ideal    ,E        ,VS2      ,61.4     ,56.0     , 3972    , 5.97    , 6.02    , 3.68    
0.80     ,Ideal    ,H        ,IF       ,62.4     ,54.0     , 3972    , 5.93    , 5.99    , 3.72    
0.90     ,Good     ,I        ,VVS1     ,62.4     ,61.0     , 3972    , 6.05    , 6.09    , 3.79    
1.02     ,Fair     ,H        ,SI1      ,64.6     ,55.0     , 3972    , 6.33    , 6.28    , 4.07    
0.91     ,Good     ,E        ,SI1      ,64.0     ,61.0     , 3973    , 6.01    , 6.06    , 3.86    
0.70     ,Very Good,F        ,VVS2     ,61.3     ,59.0     , 3974    , 5.69    , 5.73    , 3.50    
1.02     ,Very Good,F        ,SI2      ,59.6     ,59.0     , 3974    , 6.51    , 6.54    , 3.89    
1.03     ,Premium  ,F        ,SI2      ,60.2     ,55.0     , 3974    , 6.59    , 6.53    , 3.95    
1.00     ,Very Good,H        ,SI2      ,63.1     ,58.0     , 3975    , 6.29    , 6.36    , 3.99    
0.90     ,Very Good,D        ,SI2      ,62.2     ,57.0     , 3975    , 6.11    , 6.15    , 3.81    
0.90     ,Very Good,D        ,SI2      ,61.2     ,54.0     , 3975    , 6.25    , 6.29    , 3.84    
0.81     ,Ideal    ,E        ,VS2      ,61.5     ,57.0     , 3975    , 6.00    , 6.06    , 3.71    
1.06     ,Ideal    ,I        ,SI2      ,62.4     ,57.0     , 3975    , 6.48    , 6.54    , 4.06    
0.96     ,Good     ,H        ,SI2      ,61.6     ,59.0     , 3975    , 6.24    , 6.29    , 3.86    
1.00     ,Fair     ,F        ,SI2      ,59.3     ,66.0     , 3975    , 6.44    , 6.51    , 3.84    
0.91     ,Premium  ,G        ,SI1      ,62.2     ,59.0     , 3975    , 6.19    , 6.15    , 3.84    
0.91     ,Premium  ,G        ,SI1      ,62.6     ,58.0     , 3975    , 6.17    , 6.14    , 3.85    
0.91     ,Premium  ,G        ,SI1      ,62.8     ,58.0     , 3975    , 6.18    , 6.15    , 3.87    
0.91     ,Premium  ,G        ,SI1      ,61.8     ,60.0     , 3975    , 6.21    , 6.18    , 3.83    
0.90     ,Good     ,G        ,VS2      ,63.2     ,58.0     , 3976    , 6.09    , 6.16    , 3.87    
1.23     ,Good     ,D        ,I1       ,63.7     ,58.0     , 3977    , 6.72    , 6.79    , 4.30    
0.97     ,Very Good,F        ,SI2      ,59.6     ,59.0     , 3977    , 6.41    , 6.47    , 3.84    
0.90     ,Very Good,F        ,SI2      ,62.0     ,59.0     , 3977    , 6.20    , 6.10    , 3.81    
0.90     ,Good     ,G        ,VS1      ,64.5     ,57.0     , 3977    , 6.01    , 6.08    , 3.90    
1.00     ,Good     ,F        ,SI2      ,63.7     ,57.0     , 3977    , 6.36    , 6.32    , 4.04    
1.00     ,Premium  ,F        ,SI2      ,62.4     ,56.0     , 3977    , 6.35    , 6.31    , 3.95    
1.06     ,Ideal    ,E        ,SI2      ,60.7     ,57.0     , 3977    , 6.61    , 6.59    , 4.00    
1.11     ,Premium  ,I        ,SI1      ,61.9     ,58.0     , 3978    , 6.63    , 6.61    , 4.10    
0.82     ,Ideal    ,E        ,SI1      ,61.8     ,53.0     , 3979    , 6.02    , 6.05    , 3.73    
0.91     ,Good     ,H        ,VS2      ,62.7     ,62.0     , 3979    , 6.11    , 6.21    , 3.86    
1.02     ,Very Good,I        ,SI2      ,62.8     ,56.0     , 3980    , 6.42    , 6.38    , 4.02    
0.77     ,Ideal    ,D        ,VS2      ,61.6     ,55.0     , 3980    , 5.88    , 5.91    , 3.63    
0.73     ,Ideal    ,D        ,VS2      ,61.5     ,55.0     , 3980    , 5.79    , 5.82    , 3.57    
1.08     ,Good     ,J        ,VS2      ,64.3     ,58.0     , 3980    , 6.46    , 6.44    , 4.15    
1.08     ,Fair     ,J        ,VS2      ,65.1     ,54.0     , 3980    , 6.47    , 6.44    , 4.20    
0.81     ,Very Good,G        ,VVS2     ,63.5     ,55.0     , 3981    , 5.90    , 5.94    , 3.76    
1.01     ,Premium  ,G        ,SI2      ,60.6     ,59.0     , 3981    , 6.49    , 6.41    , 3.91    
1.01     ,Ideal    ,J        ,SI2      ,59.0     ,59.0     , 3982    , 6.57    , 6.61    , 3.89    
1.02     ,Ideal    ,I        ,SI1      ,61.9     ,55.0     , 3983    , 6.43    , 6.46    , 3.99    
1.02     ,Very Good,F        ,SI2      ,61.1     ,62.0     , 3984    , 6.49    , 6.54    , 3.98    
0.83     ,Very Good,D        ,VS1      ,61.3     ,57.2     , 3984    , 6.02    , 6.11    , 3.72    
0.90     ,Premium  ,G        ,SI1      ,62.2     ,60.0     , 3984    , 6.14    , 6.07    , 3.80    
1.21     ,Fair     ,J        ,SI2      ,64.6     ,59.0     , 3984    , 6.74    , 6.64    , 4.32    
0.95     ,Premium  ,H        ,SI1      ,62.9     ,58.0     , 3984    , 6.26    , 6.21    , 3.92    
0.93     ,Premium  ,E        ,SI2      ,62.9     ,57.0     , 3984    , 6.25    , 6.19    , 3.91    
1.04     ,Ideal    ,H        ,SI1      ,61.3     ,55.0     , 3984    , 6.49    , 6.44    , 3.96    
1.17     ,Premium  ,F        ,I1       ,62.2     ,58.0     , 3984    , 6.76    , 6.72    , 4.19    
1.21     ,Premium  ,J        ,SI2      ,60.8     ,58.0     , 3984    , 6.93    , 6.88    , 4.19    
0.93     ,Ideal    ,H        ,SI1      ,61.6     ,54.0     , 3985    , 6.29    , 6.33    , 3.89    
1.39     ,Premium  ,I        ,I1       ,62.6     ,57.0     , 3985    , 7.15    , 7.10    , 4.46    
0.91     ,Ideal    ,G        ,SI2      ,61.6     ,56.0     , 3985    , 6.24    , 6.22    , 3.84    
0.92     ,Very Good,G        ,SI1      ,62.5     ,60.0     , 3986    , 6.19    , 6.26    , 3.89    
0.91     ,Very Good,E        ,SI2      ,60.5     ,59.0     , 3986    , 6.26    , 6.34    , 3.81    
1.13     ,Very Good,I        ,SI2      ,59.1     ,63.0     , 3987    , 6.85    , 6.82    , 4.04    
1.13     ,Premium  ,J        ,SI2      ,62.4     ,59.0     , 3987    , 6.68    , 6.62    , 4.15    
1.13     ,Premium  ,I        ,SI2      ,62.2     ,59.0     , 3987    , 6.67    , 6.61    , 4.13    
1.02     ,Ideal    ,H        ,I1       ,62.1     ,56.0     , 3987    , 6.45    , 6.40    , 3.99    
0.93     ,Ideal    ,H        ,SI1      ,62.8     ,56.0     , 3988    , 6.19    , 6.27    , 3.91    
0.90     ,Premium  ,H        ,VS2      ,62.1     ,58.0     , 3989    , 6.16    , 6.20    , 3.84    
0.90     ,Good     ,H        ,VS2      ,63.1     ,60.0     , 3989    , 6.08    , 6.12    , 3.85    
0.90     ,Very Good,H        ,VS2      ,62.6     ,58.0     , 3989    , 6.14    , 6.22    , 3.87    
0.90     ,Very Good,H        ,VS2      ,62.1     ,57.0     , 3989    , 6.16    , 6.23    , 3.85    
0.90     ,Good     ,H        ,VS2      ,61.9     ,58.0     , 3989    , 6.14    , 6.18    , 3.81    
0.90     ,Very Good,D        ,SI2      ,59.5     ,58.0     , 3989    , 6.28    , 6.33    , 3.75    
0.96     ,Premium  ,D        ,SI2      ,60.0     ,60.0     , 3989    , 6.47    , 6.43    , 3.87    
1.06     ,Premium  ,E        ,SI2      ,60.0     ,59.0     , 3989    , 6.64    , 6.59    , 3.97    
1.05     ,Good     ,F        ,SI2      ,63.6     ,59.0     , 3989    , 6.40    , 6.36    , 4.06    
0.70     ,Ideal    ,E        ,VVS2     ,62.3     ,53.7     , 3990    , 5.67    , 5.72    , 3.55    
0.93     ,Ideal    ,E        ,SI2      ,62.1     ,55.0     , 3990    , 6.27    , 6.29    , 3.90    
0.90     ,Ideal    ,D        ,SI2      ,62.7     ,57.0     , 3990    , 6.10    , 6.15    , 3.84    
0.93     ,Ideal    ,D        ,SI2      ,62.5     ,55.0     , 3990    , 6.20    , 6.24    , 3.89    
0.83     ,Ideal    ,D        ,SI1      ,61.3     ,56.0     , 3990    , 6.04    , 6.06    , 3.71    
0.90     ,Good     ,G        ,VS2      ,62.0     ,63.0     , 3990    , 6.06    , 6.13    , 3.78    
1.25     ,Fair     ,H        ,SI2      ,64.4     ,58.0     , 3990    , 6.82    , 6.71    , 4.36    
0.73     ,Ideal    ,F        ,VVS1     ,61.8     ,54.0     , 3990    , 5.80    , 5.78    , 3.58    
0.91     ,Ideal    ,G        ,SI1      ,62.6     ,56.0     , 3991    , 6.27    , 6.30    , 3.81    
1.00     ,Very Good,J        ,SI2      ,62.8     ,54.0     , 3991    , 6.35    , 6.43    , 4.01    
1.00     ,Very Good,H        ,SI2      ,64.1     ,54.0     , 3991    , 6.30    , 6.33    , 4.05    
0.91     ,Very Good,F        ,SI1      ,63.7     ,58.0     , 3991    , 6.08    , 6.11    , 3.88    
1.01     ,Fair     ,E        ,SI2      ,56.8     ,66.0     , 3991    , 6.63    , 6.58    , 3.75    
1.00     ,Good     ,H        ,SI2      ,63.2     ,60.0     , 3991    , 6.27    , 6.33    , 3.98    
1.00     ,Good     ,H        ,SI2      ,59.0     ,61.0     , 3991    , 6.42    , 6.46    , 3.80    
1.01     ,Fair     ,F        ,SI1      ,66.8     ,60.0     , 3991    , 6.21    , 6.13    , 4.12    
1.01     ,Ideal    ,I        ,VS1      ,62.8     ,57.0     , 3991    , 6.42    , 6.38    , 4.02    
1.00     ,Premium  ,H        ,SI1      ,61.8     ,60.0     , 3991    , 6.37    , 6.31    , 3.92    
1.08     ,Premium  ,F        ,SI2      ,62.7     ,58.0     , 3992    , 6.53    , 6.49    , 4.08    
0.90     ,Very Good,I        ,VS2      ,59.3     ,59.0     , 3992    , 6.27    , 6.30    , 3.73    
0.90     ,Fair     ,F        ,VS2      ,58.9     ,67.0     , 3992    , 6.18    , 6.17    , 3.64    
0.90     ,Premium  ,F        ,SI1      ,62.8     ,59.0     , 3992    , 6.16    , 6.13    , 3.86    
0.90     ,Very Good,F        ,SI1      ,59.6     ,63.0     , 3992    , 6.24    , 6.17    , 3.70    
0.90     ,Good     ,F        ,SI1      ,63.9     ,59.0     , 3992    , 6.09    , 6.06    , 3.88    
0.90     ,Very Good,F        ,SI1      ,63.4     ,62.0     , 3992    , 6.05    , 6.00    , 3.82    
0.90     ,Ideal    ,F        ,SI1      ,62.4     ,56.0     , 3992    , 6.22    , 6.18    , 3.87    
0.90     ,Premium  ,F        ,SI1      ,61.6     ,60.0     , 3992    , 6.19    , 6.14    , 3.80    
0.81     ,Very Good,F        ,VVS2     ,63.1     ,56.0     , 3992    , 5.99    , 5.90    , 3.75    
0.90     ,Good     ,F        ,SI1      ,63.9     ,58.0     , 3992    , 6.08    , 6.03    , 3.87    
0.91     ,Good     ,F        ,SI1      ,63.7     ,58.0     , 3993    , 6.10    , 6.17    , 3.91    
0.74     ,Very Good,E        ,VVS1     ,63.5     ,58.0     , 3993    , 5.78    , 5.72    , 3.65    
0.97     ,Premium  ,F        ,SI2      ,61.9     ,58.0     , 3993    , 6.35    , 6.31    , 3.92    
0.97     ,Premium  ,F        ,SI2      ,59.9     ,59.0     , 3993    , 6.45    , 6.38    , 3.84    
0.91     ,Very Good,I        ,VS2      ,61.5     ,58.0     , 3994    , 6.20    , 6.23    , 3.82    
0.95     ,Ideal    ,H        ,SI2      ,59.3     ,59.0     , 3994    , 6.42    , 6.46    , 3.82    
0.91     ,Good     ,F        ,SI1      ,64.4     ,60.0     , 3994    , 6.05    , 6.10    , 3.91    
1.06     ,Very Good,H        ,SI2      ,62.6     ,60.0     , 3996    , 6.43    , 6.47    , 4.04    
0.77     ,Ideal    ,H        ,VS2      ,61.3     ,56.0     , 3996    , 5.91    , 5.94    , 3.63    
1.02     ,Premium  ,F        ,SI2      ,58.0     ,60.0     , 3996    , 6.70    , 6.64    , 3.87    
0.85     ,Very Good,E        ,VS2      ,63.6     ,56.0     , 3997    , 5.97    , 6.01    , 3.81    
1.01     ,Ideal    ,J        ,SI2      ,61.4     ,56.0     , 3997    , 6.44    , 6.47    , 3.97    
0.92     ,Ideal    ,D        ,SI2      ,60.3     ,56.0     , 3997    , 6.32    , 6.35    , 3.82    
0.90     ,Very Good,D        ,SI1      ,61.1     ,63.0     , 3997    , 6.21    , 6.17    , 3.78    
0.90     ,Very Good,D        ,SI1      ,62.4     ,63.0     , 3997    , 6.18    , 6.15    , 3.85    
0.90     ,Very Good,D        ,SI1      ,62.5     ,63.0     , 3997    , 6.14    , 6.11    , 3.83    
0.90     ,Premium  ,D        ,SI1      ,62.8     ,59.0     , 3997    , 6.10    , 6.06    , 3.82    
0.90     ,Very Good,D        ,SI1      ,63.2     ,62.0     , 3997    , 6.13    , 6.06    , 3.85    
1.03     ,Ideal    ,I        ,SI2      ,62.2     ,57.0     , 3997    , 6.50    , 6.46    , 4.03    
1.01     ,Very Good,I        ,SI2      ,63.7     ,57.0     , 3998    , 6.32    , 6.36    , 4.04    
1.01     ,Very Good,J        ,SI1      ,62.8     ,57.0     , 3998    , 6.37    , 6.41    , 4.01    
0.91     ,Very Good,H        ,SI1      ,59.2     ,60.0     , 3998    , 6.30    , 6.41    , 3.76    
1.02     ,Premium  ,H        ,SI2      ,62.4     ,59.0     , 3998    , 6.42    , 6.37    , 3.99    
1.02     ,Good     ,I        ,SI1      ,64.2     ,53.0     , 3998    , 6.30    , 6.26    , 4.03    
1.00     ,Premium  ,G        ,SI2      ,59.0     ,62.0     , 3998    , 6.52    , 6.47    , 3.83    
1.19     ,Premium  ,H        ,SI2      ,61.5     ,58.0     , 3998    , 6.88    , 6.78    , 4.20    
1.02     ,Very Good,H        ,SI2      ,63.5     ,60.0     , 3998    , 6.33    , 6.24    , 3.99    
1.00     ,Premium  ,G        ,SI2      ,62.2     ,57.0     , 3998    , 6.29    , 6.25    , 3.90    
1.01     ,Good     ,H        ,SI2      ,63.7     ,55.0     , 3999    , 6.32    , 6.37    , 4.04    
1.01     ,Premium  ,H        ,SI2      ,59.4     ,59.0     , 3999    , 6.53    , 6.56    , 3.89    
1.01     ,Ideal    ,I        ,SI1      ,60.6     ,57.0     , 3999    , 6.51    , 6.56    , 3.96    
0.70     ,Ideal    ,E        ,VS1      ,61.2     ,56.0     , 4000    , 5.72    , 5.75    , 3.51    
1.07     ,Very Good,I        ,SI1      ,58.4     ,60.0     , 4001    , 6.68    , 6.78    , 3.93    
0.90     ,Ideal    ,G        ,SI1      ,61.6     ,57.0     , 4001    , 6.17    , 6.24    , 3.82    
0.90     ,Ideal    ,H        ,SI2      ,62.1     ,55.0     , 4001    , 6.17    , 6.20    , 3.84    
1.03     ,Good     ,G        ,SI2      ,63.7     ,60.0     , 4001    , 6.35    , 6.28    , 4.02    
0.80     ,Very Good,G        ,VVS2     ,62.5     ,56.0     , 4002    , 5.95    , 5.98    , 3.73    
0.99     ,Very Good,J        ,SI1      ,60.3     ,57.0     , 4002    , 6.44    , 6.49    , 3.90    
0.70     ,Very Good,D        ,VS1      ,59.3     ,55.0     , 4003    , 5.86    , 5.83    , 3.47    
0.89     ,Very Good,E        ,SI1      ,62.7     ,57.0     , 4003    , 6.08    , 6.13    , 3.83    
1.01     ,Ideal    ,G        ,SI1      ,62.9     ,57.0     , 4004    , 6.37    , 6.30    , 3.98    
1.01     ,Very Good,F        ,SI2      ,60.7     ,57.0     , 4004    , 6.42    , 6.46    , 3.91    
1.01     ,Good     ,F        ,SI2      ,63.1     ,58.0     , 4004    , 6.34    , 6.38    , 4.01    
1.00     ,Good     ,E        ,SI2      ,60.5     ,61.0     , 4004    , 6.31    , 6.38    , 3.84    
1.00     ,Very Good,E        ,SI2      ,58.8     ,62.0     , 4004    , 6.50    , 6.53    , 3.83    
1.00     ,Very Good,E        ,SI2      ,59.5     ,63.0     , 4004    , 6.41    , 6.47    , 3.83    
1.00     ,Very Good,E        ,SI2      ,59.1     ,61.0     , 4004    , 6.39    , 6.44    , 3.79    
1.02     ,Very Good,H        ,SI2      ,58.3     ,61.0     , 4004    , 6.57    , 6.63    , 3.85    
1.02     ,Very Good,H        ,SI2      ,63.5     ,58.0     , 4004    , 6.34    , 6.38    , 4.04    
0.90     ,Very Good,F        ,SI1      ,63.3     ,55.0     , 4004    , 6.05    , 6.08    , 3.84    
0.90     ,Good     ,F        ,SI1      ,58.8     ,60.0     , 4004    , 6.22    , 6.26    , 3.67    
1.01     ,Fair     ,G        ,SI1      ,64.2     ,59.0     , 4004    , 6.31    , 6.28    , 4.04    
1.01     ,Good     ,D        ,SI2      ,64.0     ,59.0     , 4004    , 6.34    , 6.28    , 4.04    
1.10     ,Premium  ,H        ,SI2      ,59.5     ,57.0     , 4004    , 6.81    , 6.74    , 4.03    
1.10     ,Premium  ,H        ,SI2      ,62.8     ,55.0     , 4004    , 6.68    , 6.57    , 4.16    
0.75     ,Very Good,E        ,VVS2     ,62.8     ,57.0     , 4005    , 5.74    , 5.78    , 3.62    
0.90     ,Good     ,F        ,SI1      ,62.6     ,58.0     , 4006    , 6.10    , 6.14    , 3.83    
0.90     ,Ideal    ,H        ,VS2      ,62.6     ,57.0     , 4007    , 6.19    , 6.15    , 3.86    
0.75     ,Ideal    ,D        ,VS1      ,62.0     ,58.0     , 4007    , 5.77    , 5.84    , 3.60    
0.71     ,Ideal    ,H        ,IF       ,61.2     ,56.0     , 4007    , 5.76    , 5.86    , 3.54    
1.06     ,Premium  ,I        ,SI2      ,58.4     ,58.0     , 4007    , 6.70    , 6.65    , 3.90    
0.90     ,Premium  ,D        ,SI2      ,62.9     ,56.0     , 4007    , 6.19    , 6.09    , 3.86    
0.90     ,Ideal    ,D        ,SI2      ,62.4     ,56.0     , 4007    , 6.24    , 6.16    , 3.87    
1.01     ,Premium  ,F        ,SI2      ,61.8     ,59.0     , 4008    , 6.41    , 6.31    , 3.93    
0.91     ,Very Good,I        ,VS2      ,59.9     ,58.0     , 4008    , 6.35    , 6.27    , 3.78    
1.03     ,Ideal    ,J        ,SI2      ,62.1     ,54.0     , 4008    , 6.47    , 6.51    , 4.03    
0.90     ,Ideal    ,G        ,SI1      ,60.8     ,58.0     , 4008    , 6.20    , 6.29    , 3.80    
0.90     ,Ideal    ,G        ,SI1      ,61.9     ,59.0     , 4008    , 6.16    , 6.19    , 3.82    
0.90     ,Ideal    ,G        ,SI1      ,61.6     ,58.0     , 4008    , 6.16    , 6.21    , 3.81    
0.90     ,Good     ,G        ,SI1      ,62.5     ,62.0     , 4008    , 6.04    , 6.09    , 3.79    
0.90     ,Very Good,F        ,SI1      ,63.0     ,61.0     , 4009    , 6.09    , 6.14    , 3.85    
0.83     ,Ideal    ,F        ,SI1      ,61.8     ,55.0     , 4009    , 6.01    , 6.06    , 3.73    
1.05     ,Very Good,E        ,SI2      ,61.7     ,59.0     , 4010    , 6.52    , 6.58    , 4.04    
1.17     ,Good     ,G        ,SI2      ,63.6     ,62.0     , 4010    , 6.65    , 6.55    , 4.20    
0.93     ,Premium  ,F        ,SI1      ,58.8     ,60.0     , 4010    , 6.49    , 6.37    , 3.78    
0.93     ,Premium  ,F        ,SI1      ,62.5     ,58.0     , 4010    , 6.22    , 6.19    , 3.88    
0.92     ,Very Good,E        ,SI2      ,62.1     ,58.0     , 4011    , 6.18    , 6.22    , 3.85    
0.92     ,Premium  ,E        ,SI2      ,61.7     ,59.0     , 4011    , 6.18    , 6.27    , 3.84    
0.92     ,Ideal    ,E        ,SI2      ,62.2     ,56.0     , 4011    , 6.20    , 6.24    , 3.87    
0.92     ,Ideal    ,E        ,SI2      ,62.1     ,57.0     , 4011    , 6.20    , 6.26    , 3.87    
0.92     ,Ideal    ,E        ,SI2      ,62.1     ,53.0     , 4011    , 6.22    , 6.25    , 3.87    
0.90     ,Ideal    ,I        ,VVS2     ,61.9     ,55.0     , 4011    , 6.21    , 6.23    , 3.85    
1.01     ,Good     ,F        ,SI2      ,58.3     ,60.0     , 4011    , 6.64    , 6.66    , 3.88    
1.01     ,Good     ,F        ,SI2      ,59.4     ,60.0     , 4011    , 6.44    , 6.49    , 3.84    
1.27     ,Premium  ,J        ,VS2      ,62.8     ,58.0     , 4011    , 6.96    , 6.92    , 4.36    
0.91     ,Very Good,H        ,VS2      ,63.5     ,57.0     , 4012    , 6.12    , 6.16    , 3.90    
0.87     ,Ideal    ,D        ,SI2      ,61.4     ,54.0     , 4012    , 6.15    , 6.20    , 3.79    
0.74     ,Ideal    ,F        ,VVS1     ,60.9     ,57.0     , 4013    , 5.83    , 5.86    , 3.56    
0.90     ,Good     ,F        ,SI2      ,61.9     ,59.0     , 4013    , 6.09    , 6.12    , 3.78    
1.04     ,Very Good,F        ,SI2      ,63.2     ,58.0     , 4013    , 6.39    , 6.34    , 4.02    
1.04     ,Ideal    ,I        ,VS2      ,62.9     ,56.0     , 4013    , 6.50    , 6.41    , 4.06    
1.04     ,Premium  ,F        ,SI2      ,62.8     ,60.0     , 4013    , 6.41    , 6.38    , 4.01    
0.71     ,Very Good,D        ,VVS2     ,61.7     ,58.0     , 4014    , 5.71    , 5.74    , 3.53    
1.12     ,Premium  ,H        ,SI2      ,62.1     ,56.0     , 4014    , 6.70    , 6.65    , 4.14    
1.12     ,Premium  ,E        ,I1       ,61.0     ,59.0     , 4014    , 6.74    , 6.70    , 4.10    
1.00     ,Premium  ,E        ,SI2      ,60.4     ,62.0     , 4014    , 6.52    , 6.42    , 3.91    
1.00     ,Very Good,H        ,SI2      ,63.0     ,61.0     , 4015    , 6.31    , 6.35    , 3.99    
1.00     ,Good     ,I        ,SI1      ,63.2     ,56.0     , 4015    , 6.31    , 6.37    , 4.01    
0.71     ,Ideal    ,G        ,VVS1     ,61.2     ,56.0     , 4015    , 5.75    , 5.81    , 3.54    
0.90     ,Ideal    ,H        ,SI2      ,61.0     ,56.0     , 4016    , 6.23    , 6.29    , 3.82    
